symbol,price,price_change,price_percent_change
BZLFY,19.54,0.65,3.44
MEDP,308.18,10.45,3.51
CAVA,90.29,3.1,3.55
AGYS,74.88,2.62,3.63
ORCL,146.83,4.89,3.45
KNF,95.47,3.11,3.37
CEG,214.17,7.23,3.49
VRNA,60.74,2.2,3.76
OMF,50.73,1.66,3.38
BPMC,88.80,2.86,3.32
URBN,54.85,1.78,3.35
ASAN,15.82,0.51,3.36
QFIN,45.78,1.49,3.35
MRNA,28.07,0.91,3.35
BURL,250.56,7.87,3.24
RXO,19.55,0.63,3.33
TEAM,223.60,7.19,3.32
LB,75.00,2.37,3.26
EXAS,44.84,1.39,3.20
ONON,44.12,1.42,3.33
PENN,16.67,0.53,3.25
SITM,159.44,4.88,3.16
ANET,81.11,2.62,3.33
SAH,59.67,1.81,3.12
TAL,13.60,0.41,3.11
OLLI,118.30,3.75,3.27
BWIN,45.31,1.38,3.15
ONTO,126.87,3.8,3.09
ICUI,142.05,4.25,3.09
DOCS,58.60,1.88,3.32
MTZ,122.36,3.66,3.08
CAMT,60.97,1.83,3.09
RNW,6.01,0.17,3.00
TOST,35.34,1.08,3.15
BBIO,34.06,1.04,3.15
UAL,70.46,2.26,3.31
STRL,119.34,3.7,3.20
RSI,11.34,0.35,3.18
